ID,item_cnt_month
314,0.1283265
315,0.39015397
316,0.15929565
317,2.0437398
318,0.12379727
319,0.18113896
320,0.1283265
321,0.12059799
322,0.73237956
323,0.13541937
324,0.45660123
325,0.44882625
326,0.38484696
327,0.1283265
328,0.1283265
329,0.39134705
330,0.1283265
331,0.1283265
332,0.16346543
333,0.24513388
334,0.9023725
335,0.2870073
336,0.13746426
337,0.77863276
338,0.3859324
339,0.41022852
340,0.13247728
341,0.23955283
342,0.1283265
343,0.9891186
344,0.1339621
345,0.13242766
346,3.7315636
347,3.2444053
348,0.1343844
349,0.29636997
350,0.1283265
351,0.499643
352,0.1283265
353,0.14885925
354,0.1283265
355,0.1283265
356,0.39015397
357,0.79151917
358,0.6049719
359,0.39015394
360,0.16793907
361,2.9206927
362,0.6794426
363,0.9023725
364,0.55260503
365,0.50527203
366,0.1283265
367,0.1283265
368,0.1283265
369,0.19591352
370,0.1283265
371,0.39015397
372,0.6794426
373,0.1283265
374,1.412614
375,2.119788
376,0.45470488
377,0.24714665
378,0.42897463
379,0.1283265
380,2.6654522
381,0.50527203
382,0.4995662
383,0.1283265
384,1.7564591
385,0.44218037
386,0.49252975
387,0.1283265
388,0.18793085
389,0.11381343
390,0.1283265
391,0.13969363
392,0.14533609
393,0.4095113
394,0.1283265
395,0.1283265
396,1.9881306
397,0.4031889
398,0.1283265
399,0.42263967
400,0.1283265
401,0.4215501
402,1.5202329
403,2.27415
404,0.38512224
405,0.12525368
406,0.14419575
407,0.113442704
408,0.13157746
409,0.1283265
410,0.1283265
411,1.0352167
412,0.12760174
413,0.20181294
414,0.1283265
415,3.8695502
416,0.1283265
417,0.1283265
418,0.1283265
419,0.1283265
420,0.38280874
421,1.3281447
422,0.39015394
423,0.9563981
424,0.13011272
425,0.16435723
426,0.1283265
427,0.1283265
428,1.0257092
429,0.45385993
430,0.82859945
431,0.6384206
432,0.11806342
433,0.1283265
434,0.11905849
435,0.8214034
436,0.1280272
437,0.8349714
438,0.6029439
439,0.6441151
440,0.14933217
441,0.20517865
442,0.23516142
443,0.20023124
444,0.13011272
445,0.3661407
446,0.2519387
447,0.24100661
448,0.39015397
449,0.6031232
450,0.39015397
451,0.21300215
452,0.17733882
453,0.23588465
454,0.44340628
455,0.18115054
456,0.3963306
457,0.1283265
458,0.53927135
459,0.58837813
460,20.0
461,1.2045469
462,0.39015394
463,0.5761795
464,0.62380946
465,0.1283265
466,0.1283265
467,0.1283265
468,0.1283265
469,0.33383745
470,0.39015394
471,0.41734266
472,0.16793907
473,0.1283265
474,0.9933827
475,1.3281447
476,0.1283265
477,0.10815266
478,0.12966383
479,0.1283265
480,0.1283265
481,0.1283265
482,0.13048922
483,0.39015397
484,0.93056035
485,0.4643935
486,0.5573104
487,0.13873541
488,0.1283265
489,2.3617287
490,0.17450076
491,0.1283265
492,0.4276103
493,0.1283265
494,0.36543906
495,0.117522985
496,0.13969363
497,0.1283265
498,5.363011
499,0.1283265
500,0.1283265
501,0.5516012
502,0.44651252
503,0.1283265
504,0.9078312
505,0.68679726
506,0.9351218
507,0.14118895
508,0.85574496
509,0.34587544
510,0.15603453
511,0.12753218
512,0.24586731
513,0.1283265
514,0.11806342
515,0.1283265
516,0.23516142
517,0.5237708
518,0.8735982
519,0.46234274
520,0.40314874
521,0.64042896
522,0.61181045
523,1.2362626
524,0.16793907
525,0.55424064
526,0.14988658
527,0.16290887
528,0.122552186
529,0.11285284
530,0.1283265
531,0.5921165
532,0.119892284
533,0.118545294
534,0.1283265
535,0.10356721
536,0.1283265
537,0.15633996
538,0.30144292
539,0.18613929
540,0.82128775
541,0.1283265
542,0.26776946
543,0.13516468
544,0.12604125
545,0.1283265
546,0.3853213
547,0.13010104
548,0.12946637
549,0.12948953
550,0.1283265
551,0.29620457
552,0.5365161
553,0.1259582
554,0.12993395
555,0.34211218
556,0.1503034
557,0.1872217
558,0.1283265
559,0.15342827
560,0.30202568
561,0.71110165
562,0.12051636
563,0.1283265
564,0.1283265
565,0.157259
566,0.1614422
567,0.1283265
568,0.22172467
569,0.13082407
570,0.1283265
571,0.1283265
572,0.79151917
573,0.24699068
574,0.1283265
575,0.1283265
576,0.24963251
577,0.1283265
578,0.1283265
579,0.39779755
580,0.1283265
581,0.1283265
582,0.1283265
583,0.1283265
584,0.8131938
585,0.11200395
586,0.1283265
587,0.5748902
588,2.49603
589,0.17898987
590,0.48961762
591,0.31297067
592,2.1216836
593,0.13539648
594,0.14250572
595,0.17503446
596,0.15821347
597,0.1283265
598,0.13016438
599,0.1283265
600,0.111046165
601,0.16730979
602,0.1283265
603,0.12417556
604,0.22559562
605,0.10549666
606,0.11839129
607,0.1283265
608,0.11387591
609,0.44322395
610,0.36724716
611,0.6495042
612,0.1283265
613,0.1283265
614,0.1283265
615,0.8435379
616,0.39015397
617,0.2880771
618,0.49956617
619,0.13969363
620,0.3776752
621,0.1283265
622,0.1283265
623,0.52275723
624,0.39015397
625,0.39015397
626,0.79151917
627,0.1283265
628,0.1274257
629,0.16793907
630,0.22891915
631,0.1283265
632,0.16793907
633,0.1283265
634,0.56275165
635,0.31609133
636,0.1283265
637,0.23761389
638,0.27341384
639,0.15017116
640,0.4868208
641,0.7374121
642,0.13628922
643,0.1283265
644,0.12379724
645,0.1283265
646,0.79151917
647,0.13969363
648,0.1283265
649,0.16793907
650,0.23451477
651,0.887717
652,0.1283265
653,0.16505346
654,0.15223975
655,0.39015394
656,0.3039475
657,0.1283265
658,0.1283265
659,0.14540292
660,0.5182407
661,0.22507463
662,0.1283265
663,1.1856412
664,0.12836511
665,0.36493984
666,0.16828233
667,0.1283265
668,0.6794426
669,0.16793907
670,0.13209108
671,0.11995208
672,0.1596674
673,0.609597
674,0.1283265
675,0.1283265
676,0.44538206
677,0.7511239
678,0.23516142
679,0.75961125
680,0.1283265
681,0.076388866
682,0.17036003
683,0.1283265
684,0.6794426
685,0.39015397
686,0.34211218
687,0.39015394
688,0.3037274
689,0.1283265
690,0.1283265
691,0.16216677
692,0.15021367
693,0.12261815
694,0.1283265
695,0.80324316
696,0.1283265
697,0.1283265
698,0.1283265
699,0.1283265
700,1.3281447
701,0.1283265
702,1.3331784
703,1.3331784
704,0.1283265
705,0.1283265
706,0.13267204
707,0.1283265
708,0.13137752
709,2.2384362
710,0.24080327
711,0.3253476
712,0.1283265
713,0.456918
714,0.23516142
715,0.1283265
716,0.43988335
717,0.23442405
718,0.1283265
719,0.1283265
720,0.1283265
721,0.5390389
722,0.11453372
723,1.8397665
724,0.17054477
725,0.49956617
726,0.50457996
727,0.6794425
728,0.1283265
729,1.0129205
730,0.1622839
731,0.13207789
732,0.960431
733,0.1283265
734,0.6794425
735,0.23516142
736,0.39015397
737,0.6519615
738,0.49956617
739,0.27046716
740,0.23516142
741,0.11774713
742,0.1283265
743,0.39015394
744,0.5573198
745,0.49956617
746,0.34211218
747,0.4497061
748,0.58357596
749,0.1283265
750,0.38128358
751,0.13390197
752,0.3253476
753,0.118632495
754,1.3536727
755,0.43988335
756,0.1283265
757,0.43687633
758,0.12079796
759,0.1174815
760,0.86692595
761,0.3082925
762,0.13151911
763,1.6796541
764,0.3253476
765,0.13969363
766,0.23516142
767,0.38085118
768,0.6042161
769,0.29546365
770,0.1283265
771,0.1283265
772,0.23516142
773,0.1283265
774,0.1283265
775,0.1283265
776,0.39015397
777,0.39015397
778,0.1283265
779,0.39015397
780,0.1283265
781,0.9933827
782,0.82717216
783,0.39015394
784,0.1283265
785,0.9933827
786,2.032658
787,1.1081592
788,0.1283265
789,0.39015397
790,0.1283265
791,0.1283265
792,0.1283265
793,2.795997
794,0.1283265
795,0.1283265
796,0.1283265
797,0.39015397
798,0.1283265
799,1.3735585
800,0.39015397
801,0.15748888
802,0.1283265
803,0.1283265
804,0.17074811
805,0.1283265
806,0.103170305
807,0.23953408
808,0.40132487
809,0.1283265
810,0.43824482
811,0.46694803
812,0.38536477
813,0.13969363
814,0.124739885
815,0.43310535
816,0.22444151
817,0.1283265
818,0.1283265
819,0.14738145
820,0.21819569
821,0.12988973
822,0.42503318
823,0.1283265
824,0.26525065
825,0.3896175
826,0.16793907
827,0.1283265
828,0.12605602
829,0.19008283
830,0.9933826
831,0.21243793
832,0.13330404
833,0.51870716
834,0.9933827
835,0.1786116
836,0.1283265
837,0.80196524
838,0.51414114
839,0.1245022
840,0.1283265
841,0.21243793
842,0.13011272
843,0.1283265
844,0.34211218
845,0.1283265
846,0.12836741
847,0.39015394
848,0.16661397
849,0.1357911
850,0.17836584
851,0.1283265
852,0.48415655
853,0.1283265
854,0.34211218
855,0.766226
856,0.39015397
857,1.1052094
858,0.1283265
859,0.79060864
860,0.12105593
861,0.1283265
862,0.23516142
863,0.39015394
864,0.39552778
865,0.5741533
866,0.38738787
867,0.12946637
868,0.9945884
869,0.170961
870,0.8021921
871,0.1872217
872,0.16663997
873,0.36861455
874,0.43159175
875,1.2266755
876,0.16090018
877,0.12079796
878,0.28351587
879,0.4995662
880,0.10996443
881,0.39015397
882,0.56447977
883,1.3281447
884,0.6233617
885,0.7840718
886,0.23503265
887,0.30931348
888,0.19885814
889,0.12255663
890,0.3078475
891,0.4800772
892,0.12907043
893,0.14844877
894,0.34211218
895,0.23516142
896,0.1283265
897,0.13942233
898,0.107907265
899,0.49956617
900,0.11620794
901,1.1901621
902,0.13969363
903,0.1283265
904,0.50043297
905,0.38901767
906,1.9473433
907,0.26511833
908,0.32063434
909,0.1283265
910,0.23446202
911,0.10497248
912,1.2973127
913,0.46739364
914,0.1283265
915,0.16722973
916,0.19908367
917,0.11596638
918,0.17432672
919,0.4061175
920,0.1283265
921,0.95925474
922,0.13969363
923,0.12946637
924,0.39724284
925,0.2443198
926,0.3467489
927,0.165398
928,0.38696858
929,0.38019133
930,0.1283265
931,0.1283265
932,0.42615807
933,0.34533802
934,0.1283265
935,0.23516142
936,0.39015397
937,0.9001347
938,0.13820024
939,0.20232588
940,0.16793907
941,0.31238297
942,0.1283265
943,0.47422642
944,0.12907043
945,0.1283265
946,0.22578907
947,0.12019083
948,0.39015397
949,0.12402685
950,0.23516142
951,0.1283265
952,0.12330116
953,0.1283265
954,0.26106107
955,0.39015397
956,0.24103367
957,0.121260196
958,0.50082684
959,0.1283265
960,0.1283265
961,0.19919097
962,0.42172295
963,0.16793907
964,0.16793907
965,0.1283265
966,0.22761452
967,0.1283265
968,0.12371358
969,0.12582767
970,0.1283265
971,0.12652183
972,0.12441245
973,0.49947315
974,0.14610404
975,0.11740239
976,0.37965873
977,0.9718293
978,0.2935485
979,0.96558106
980,0.40946662
981,0.34298873
982,0.5849576
983,0.115763634
984,0.1283265
985,0.47727168
986,0.21243793
987,0.52997255
988,0.12873444
989,0.1283265
990,0.1283265
991,0.30106547
992,0.28650093
993,0.9933827
994,0.6670114
995,0.121051565
996,0.1283265
997,0.1453052
998,0.24277005
999,0.14459488
1000,0.81549096
1001,0.17450076
1002,0.6691563
1003,0.1283265
1004,0.23327962
1005,0.1704638
1006,0.1283265
1007,0.123818785
1008,0.67831504
1009,0.21984565
1010,0.22207358
1011,0.38536477
1012,0.502806
1013,1.7259806
1014,0.1283265
1015,0.1283265
1016,0.1283265
1017,0.1283265
1018,0.12777457
1019,0.23516142
1020,0.1283265
1021,0.25800374
1022,0.12748028
1023,0.103465155
1024,0.4631087
1025,0.12714392
1026,0.5390389
1027,0.23513748
1028,0.1283265
1029,0.15779105
1030,0.14996335
1031,0.39015394
1032,1.7308998
1033,0.1283265
1034,0.5974902
1035,0.23285878
1036,0.12918735
1037,1.143116
1038,0.1283265
1039,0.09880054
1040,0.49381006
1041,0.1283265
1042,0.1283265
1043,0.124109715
1044,0.24403995
1045,0.23516142
1046,0.5180502
1047,0.23516142
1048,0.25267678
1049,0.1283265
1050,0.1283265
1051,0.1283265
1052,0.1283265
1053,0.1283265
1054,0.1283265
1055,0.38852063
1056,0.43268135
1057,0.1283265
1058,0.1283265
1059,1.3934538
1060,0.15743667
1061,0.1283265
1062,0.106074646
1063,0.18877162
1064,0.2432368
1065,0.09147167
1066,0.33727098
1067,0.42925805
1068,0.14495006
1069,0.39015397
1070,0.18226552
1071,0.11581069
1072,0.1283265
1073,0.23516142
1074,0.23516142
1075,0.23516142
1076,0.18624297
1077,0.1283265
1078,0.1283265
1079,0.23068321
1080,0.13340205
1081,0.1283265
1082,0.12781018
1083,0.1403286
1084,0.22916535
1085,0.12737879
1086,0.1283265
1087,0.14932555
1088,0.42615807
1089,0.55995977
1090,1.6796541
1091,0.1283265
1092,0.5645433
1093,0.112213135
1094,0.16793907
1095,0.17158404
1096,0.16793907
1097,0.1334199
1098,0.1283265
1099,0.10442594
1100,0.19813941
1101,0.23516142
1102,0.2782088
1103,0.9023725
1104,1.3294008
1105,0.15674439
1106,0.1283265
1107,0.71045023
1108,0.12988973
1109,0.1283265
1110,0.18578081
1111,0.1283265
1112,0.2508913
1113,0.1283265
1114,0.3732114
1115,0.12372632
1116,0.16793907
1117,0.1283265
1118,0.112111375
1119,0.14168242
1120,0.38186836
1121,0.14763586
1122,0.18152213
1123,0.1283265
1124,0.1283674
1125,0.17231609
1126,0.46763837
1127,0.11227924
1128,0.1728737
1129,0.38190684
1130,0.24632661
1131,0.1283265
1132,0.11582564
1133,0.1255882
1134,0.22889721
1135,0.122684136
1136,0.19488673
1137,1.0110741
1138,0.28721997
1139,0.13516468
1140,0.25773463
1141,0.12858534
1142,0.13813446
1143,0.13011272
1144,0.10601376
1145,0.50527203
1146,0.07450506
1147,0.1283265
1148,0.1283265
1149,0.21653923
1150,0.12836741
1151,0.32446042
1152,0.1283265
1153,0.35378096
1154,0.7302165
1155,0.39015397
1156,0.17786771
1157,1.819617
1158,1.2046145
1159,0.123076975
1160,0.2004265
1161,0.42956132
1162,0.22270864
1163,0.1283265
1164,0.13222048
1165,0.1283265
1166,0.1283265
1167,0.1283265
1168,0.1283265
1169,0.1283265
1170,0.39015397
1171,0.1283265
1172,0.1283265
1173,0.08205995
1174,0.1283265
1175,0.1283265
1176,0.1283265
1177,0.12721822
1178,0.21762875
1179,0.12170385
1180,0.5048406
1181,0.118643194
1182,0.16793907
1183,0.1283265
1184,0.13188279
1185,0.13353279
1186,0.1283265
1187,0.1283265
1188,0.1274257
1189,0.9933827
1190,0.13628922
1191,0.12417555
1192,0.1283265
1193,1.0622678
1194,0.10197461
1195,0.27370167
1196,0.1283674
1197,0.1187571
1198,0.1283265
1199,0.31875345
1200,0.121755704
1201,0.1283265
1202,0.1262676
1203,0.5075856
1204,0.1283265
1205,0.79288805
1206,0.12714392
1207,0.1283265
1208,0.12934776
1209,0.059020847
1210,0.20372878
1211,0.14476292
1212,1.8925736
1213,0.64423335
1214,0.44933766
1215,0.18115054
1216,0.5416343
1217,0.38846642
1218,0.17834955
1219,0.1289685
1220,0.1283265
1221,0.1283265
1222,0.12346211
1223,0.12781015
1224,0.22753248
1225,0.1283265
1226,0.17606169
1227,0.1283265
1228,0.2922365
1229,0.20916292
1230,0.1283265
1231,0.45983016
1232,0.21544066
1233,0.2044599
1234,0.12714392
1235,0.3253476
1236,0.2479733
1237,0.42643863
1238,0.1283265
1239,0.9933826
1240,0.13444926
1241,0.37147453
1242,0.22383566
1243,0.39015397
1244,0.16793907
1245,0.13011272
1246,0.9384824
1247,0.21206602
1248,0.36390662
1249,0.11324605
1250,0.22881562
1251,0.1283265
1252,0.1336779
1253,0.39015397
1254,0.7116873
1255,0.18151198
1256,0.4695534
1257,0.1289685
1258,0.1283265
1259,0.1283265
1260,0.1283265
1261,0.20523871
1262,0.1283265
1263,0.06685886
1264,1.3436894
1265,0.21097897
1266,0.16940139
1267,0.5860461
1268,0.10628012
1269,0.12893046
1270,0.45651263
1271,0.22578906
1272,0.12139204
1273,0.22798294
1274,0.1283265
1275,0.10884142
1276,0.4033485
1277,0.1283265
1278,0.1283265
1279,0.6794425
1280,0.094282866
1281,0.17278701
1282,0.13019538
1283,0.2297723
1284,0.9827361
1285,0.17759319
1286,0.121435404
1287,0.56477773
1288,0.123163626
1289,0.42643863
1290,0.17450076
1291,1.4230398
1292,0.20304058
1293,0.24621399
1294,0.61482275
1295,0.30396622
1296,0.20181128
1297,0.39015397
1298,0.6632693
1299,0.2600585
1300,0.2600585
1301,0.27644572
1302,0.1782501
1303,0.1283265
1304,0.9023725
1305,0.39015397
1306,0.099619105
1307,0.08434263
1308,0.39015397
1309,0.1283265
1310,0.1283265
1311,0.20267308
1312,0.8324586
1313,0.23252337
1314,0.3929353
1315,0.1283265
1316,0.49766487
1317,0.23822236
1318,0.8914155
1319,0.13558541
1320,0.23516142
1321,0.16793907
1322,0.1283265
1323,0.34506804
1324,0.14160009
1325,0.62399566
1326,0.1283265
1327,0.1283265
1328,0.15164103
1329,0.1289685
1330,0.1283265
1331,0.13018456
1332,0.1283265
1333,1.8632317
1334,0.12829308
1335,0.12644275
1336,0.1283265
1337,0.44243297
1338,0.21243793
1339,0.21291813
1340,0.1283265
1341,0.1283265
1342,0.41732395
1343,0.121260196
1344,0.1283265
1345,0.12330116
1346,0.1283265
1347,0.1872217
1348,0.13969363
1349,0.67593765
1350,0.1283265
1351,0.23516142
1352,0.1283265
1353,0.1872217
1354,0.20410469
1355,0.39015397
1356,0.23516142
1357,0.23231103
1358,0.12591338
1359,0.7342514
1360,0.6794426
1361,0.39015397
1362,0.13706893
1363,0.17724934
1364,0.29194692
1365,0.42826468
1366,0.11942801
1367,0.19387366
1368,0.26820725
1369,0.1283265
1370,0.1283265
1371,0.1283265
1372,0.12417556
1373,0.39015397
1374,0.1283265
1375,0.39015394
1376,0.3861683
1377,0.1283265
1378,0.22309284
1379,0.23516142
1380,0.23588465
1381,0.12267694
1382,0.23931307
1383,0.3634907
1384,0.12400922
1385,0.39015397
1386,0.18939152
1387,0.1375535
1388,0.10844393
1389,0.1283265
1390,0.13214475
1391,0.11710182
1392,0.19007984
1393,0.1283265
1394,0.1283265
1395,0.3809901
1396,0.1283265
1397,0.30309775
1398,0.2370776
1399,0.14385441
1400,0.1283265
1401,0.1283265
1402,0.16793907
1403,0.57781744
1404,0.1283265
1405,0.1283265
1406,0.11716403
1407,0.1283265
1408,0.10740256
1409,0.1283265
1410,0.23516142
1411,0.13794588
1412,0.12198272
1413,0.16793907
1414,0.12417555
1415,0.10560323
1416,0.20377801
1417,0.33227867
1418,0.13296813
1419,0.2364416
1420,0.1283265
1421,0.36072695
1422,0.13036618
1423,0.12176353
1424,0.124598
1425,0.12946637
1426,0.1283265
1427,0.13011272
1428,0.11929929
1429,0.16907114
1430,0.1283265
1431,0.15273926
1432,0.1283265
1433,0.11492792
1434,0.1283265
1435,0.12914187
1436,0.1283265
1437,0.1283265
1438,0.1283265
1439,0.1283265
1440,0.1283265
1441,0.1283265
1442,0.17076148
1443,0.35812482
1444,0.1283265
1445,0.13373077
1446,0.1283265
1447,0.1283265
1448,0.1283265
1449,0.23516142
1450,0.1283265
1451,0.10964769
1452,0.23575057
1453,0.16793907
1454,0.1283265
1455,0.1283265
1456,0.13443734
1457,0.1283265
1458,0.38554412
1459,0.6794426
1460,0.1613514
1461,0.12814999
1462,0.46284875
1463,0.1283265
1464,0.15722607
1465,0.16169176
1466,0.3954085
1467,0.1283265
1468,0.23516142
1469,0.2063583
1470,0.17115359
1471,0.17845738
1472,0.27867818
1473,0.23516142
1474,0.47176608
1475,0.3966998
1476,0.16793907
1477,0.43776575
1478,0.12604123
1479,0.39015394
1480,0.16843264
1481,0.13191107
1482,0.49956617
1483,0.1283265
1484,0.11163026
1485,0.14252073
1486,0.17171961
1487,0.11723629
1488,0.12459406
1489,0.35510948
1490,0.11905849
1491,0.22535199
1492,0.17007665
1493,0.1283265
1494,0.39015394
1495,0.12604123
1496,0.12277654
1497,2.5319295
1498,0.41091764
1499,0.12946637
1500,0.12417556
1501,0.12993489
1502,0.39015394
1503,0.1283265
1504,0.13403347
1505,0.1283265
1506,0.23511478
1507,0.1283265
1508,0.1329695
1509,0.26396918
1510,0.12169306
1511,0.1370359
1512,0.1283265
1513,0.1283265
1514,0.39015397
1515,0.1283265
1516,0.1283265
1517,0.13156575
1518,0.23809637
1519,0.123259544
1520,0.1283265
1521,0.39015397
1522,0.37966847
1523,0.12721807
1524,0.3954085
1525,0.1283265
1526,0.13075054
1527,0.16793907
1528,0.10609427
1529,0.12499687
1530,0.1684702
1531,0.39015397
1532,0.3928457
1533,0.1283265
1534,0.1283265
1535,0.1283265
1536,0.50486773
1537,0.1283265
1538,0.39015397
1539,0.38613302
1540,0.1283265
1541,0.1283265
1542,0.1283265
1543,0.105691284
1544,0.1283674
1545,0.1283265
1546,0.1283265
1547,0.13153246
1548,0.1818772
1549,0.1341923
1550,0.1283265
1551,0.39015394
1552,0.1283265
1553,0.12330116
1554,0.1283265
1555,0.2405364
1556,0.23516142
1557,0.1283265
1558,0.39015394
1559,0.123080686
1560,0.16793907
1561,0.23516142
1562,0.1283265
1563,0.23516142
1564,0.1283265
1565,0.1283265
1566,0.20181125
1567,0.11432484
1568,0.1283265
1569,0.1283265
1570,0.1283265
1571,0.1283265
1572,0.1283265
1573,0.1283265
1574,0.4252258
1575,0.1283265
1576,0.1283265
1577,0.1283265
1578,0.10730958
1579,0.1283265
1580,0.1283265
1581,0.1283265
1582,0.5168308
1583,0.24942368
1584,0.22267824
1585,0.1283265
1586,0.1283265
1587,0.23516142
1588,0.1283265
1589,0.1047197
1590,0.122684136
1591,0.1283265
1592,0.1283265
1593,0.12604125
1594,0.1283265
1595,0.1283265
1596,0.1283265
1597,0.1283265
1598,0.1283265
1599,0.1283265
1600,0.1283265
1601,0.1283265
1602,0.13969363
1603,0.1283265
1604,0.1283265
1605,0.12139204
1606,0.1283265
1607,0.1283265
1608,0.39015397
1609,0.39015397
1610,0.1283265
1611,0.1283265
1612,0.1283265
1613,0.358975
1614,0.1283265
1615,0.44970608
1616,0.1283265
1617,0.1283265
1618,0.49205893
1619,0.1283265
1620,0.12905851
1621,0.52332735
1622,0.1283265
1623,0.1283265
1624,0.1283265
1625,0.1283265
1626,0.1283265
1627,0.7123047
1628,0.12946637
1629,0.1283265
1630,0.1283265
1631,0.1283265
1632,0.1283265
1633,0.1283265
1634,0.1283265
1635,0.1283265
1636,0.1283265
1637,0.1283265
1638,0.1616245
1639,0.1283265
1640,0.13011819
1641,0.1283265
1642,0.1283265
1643,0.122552186
1644,0.22485673
1645,0.1283265
1646,0.16793907
1647,0.5833112
1648,0.1283265
1649,0.1283265
1650,0.1283265
1651,0.13606735
1652,0.1283265
1653,0.49956617
1654,0.6794425
1655,0.23644158
1656,0.43171263
1657,0.2684534
1658,0.1283265
1659,0.4688994
1660,0.1283265
1661,0.11071107
1662,0.1283265
1663,0.1283265
1664,0.83685815
1665,0.1283265
1666,0.13011819
1667,0.1283265
